PlayerName,CurrentTime,Latitude,Longitude,Altitude
car001,00:00:00,-16,2.902213E-06,0.01937729
car001,00:00:01,-16.0001,1.483463E-06,0.0120298
car001,00:00:02,-16.0001,-1.278381E-07,0.01201829
car001,00:00:03,-16.0001,-1.805138E-06,0.01201827
car001,00:00:04,-16.0001,-3.493173E-06,0.01201827
car001,00:00:05,-16.0001,-5.183741E-06,0.01201827
car001,00:00:06,-16.0001,-6.875916E-06,0.01201827
car001,00:00:07,-16.0001,-8.567774E-06,0.01201827
car001,00:00:08,-16.0001,-1.025982E-05,0.01201827
car001,00:00:09,-16.0001,-1.195175E-05,0.01201827
car001,00:00:10,-16.0001,-1.367794E-05,0.01201827
car001,00:00:11,-16.0001,-1.5337E-05,0.01201826
car001,00:00:12,-16.0001,-1.703015E-05,0.01201827
