PlayerName,CurrentTime,Latitude,Longitude,Altitude
car001,00:00:00,-16,2.905696E-06,0.01937644
car001,00:00:01,-16.0001,1.493104E-06,0.01202998
car001,00:00:02,-16.0001,-1.390972E-07,0.01201832
car001,00:00:03,-16.0001,-1.770589E-06,0.01201831
car001,00:00:04,-16.0001,-3.405982E-06,0.01201831
car001,00:00:05,-16.0001,-5.043343E-06,0.01201831
car001,00:00:06,-16.0001,-6.682472E-06,0.01201832
car001,00:00:07,-16.0001,-8.321847E-06,0.01201832
car001,00:00:08,-16.0001,-9.962835E-06,0.01201832
car001,00:00:09,-16.0001,-1.160746E-05,0.01201832
car001,00:00:10,-16.0001,-1.324814E-05,0.01201832
car001,00:00:11,-16.0001,-1.488682E-05,0.01201831
car001,00:00:12,-16.0001,-1.652723E-05,0.01201832
car001,00:00:13,-16.0001,-1.816531E-05,0.01201832
car001,00:00:14,-16.0001,-1.980356E-05,0.01201832
car001,00:00:15,-16.0001,-2.144323E-05,0.01201832
car001,00:00:16,-16.0001,-2.305023E-05,0.01201831
car001,00:00:17,-16.0001,-2.472441E-05,0.01201833
car001,00:00:18,-16.0001,-2.636337E-05,0.01201831
car001,00:00:19,-16.0001,-2.800343E-05,0.01201833
car001,00:00:20,-16.0001,-2.964044E-05,0.01201832
car001,00:00:21,-16.0001,-3.128068E-05,0.01201832
car001,00:00:22,-16.0001,-3.288717E-05,0.01201832
car001,00:00:23,-16.0001,-3.456187E-05,0.01201832
car001,00:00:24,-16.0001,-3.62067E-05,0.01201832
car001,00:00:25,-16.0001,-3.78524E-05,0.01201831
car001,00:00:26,-16.0001,-3.946686E-05,0.01201831
car001,00:00:27,-16.0001,-4.114541E-05,0.0120183
car001,00:00:28,-16.0001,-4.278735E-05,0.01201832
car001,00:00:29,-16.0001,-4.442729E-05,0.01201832
car001,00:00:30,-16.0001,-4.606639E-05,0.01201831
car001,00:00:31,-16.0001,-4.770633E-05,0.01201831
car001,00:00:32,-16.0001,-4.93461E-05,0.01201832
car001,00:00:33,-16.0001,-5.098378E-05,0.01201832
car001,00:00:34,-16.0001,-5.262185E-05,0.01201832
car001,00:00:35,-16.0001,-5.425938E-05,0.01201832
car001,00:00:36,-16.0001,-5.586322E-05,0.01201832
car001,00:00:37,-16.0001,-5.753507E-05,0.01201832
car001,00:00:38,-16.0001,-5.917446E-05,0.01201832
car001,00:00:39,-16.0001,-6.081404E-05,0.01201831
car001,00:00:40,-16.0001,-6.245531E-05,0.01201832
car001,00:00:41,-16.0001,-6.409547E-05,0.01201831
car001,00:00:42,-16.0001,-6.573499E-05,0.01201832
car001,00:00:43,-16.0001,-6.737703E-05,0.01201832
car001,00:00:44,-16.0001,-6.902166E-05,0.01201832
car001,00:00:45,-16.0001,-7.066762E-05,0.01201832
car001,00:00:46,-16.0001,-7.231331E-05,0.01201831
car001,00:00:47,-16.0001,-7.395954E-05,0.01201831
car001,00:00:48,-16.0001,-7.560715E-05,0.01201832
car001,00:00:49,-16.0001,-7.725353E-05,0.01201831
car001,00:00:50,-16.0001,-7.886659E-05,0.01201831
car001,00:00:51,-16.0001,-8.054706E-05,0.01201832
car001,00:00:52,-16.0001,-8.219303E-05,0.01201831
car001,00:00:53,-16.0001,-8.383391E-05,0.01201831
