PlayerName,CurrentTime,Latitude,Longitude,Altitude,Azimuth,BatteryLevel
drone001Lidar,00:00:00,-1.670278E-06,-2.748175E-06,0.08946119,-0.0001221359,99.99998
drone001Lidar,00:00:01,5.94575E-05,8.32751E-05,0.08639552,-0.003410281,99.95692
drone001Lidar,00:00:02,5.934423E-05,7.272524E-05,0.08642122,-0.003235277,99.91618
drone001Lidar,00:00:03,5.823983E-05,8.792108E-05,0.08640692,-0.00286514,99.87459
drone001Lidar,00:00:04,5.939676E-05,7.271359E-05,0.08642115,-0.003235732,99.83302
drone001Lidar,00:00:05,5.824138E-05,8.78969E-05,0.08640689,-0.002863683,99.79143
drone001Lidar,00:00:06,-0.002083785,0.001126523,1.036323,-0.0002829999,99.68858
drone001Lidar,00:00:07,0.0005613925,-0.0006655813,2.542043,-0.0003158429,99.60686
drone001Lidar,00:00:08,0.001003081,0.0002814429,3.509628,-0.0003359427,99.52776
drone001Lidar,00:00:09,-0.0007719768,0.0005739868,4.076704,-0.0003397228,99.44691
drone001Lidar,00:00:10,9.627196E-05,-3.317968E-05,4.419589,-0.0003426686,99.36307
drone001Lidar,00:00:11,0.0003759317,0.000150251,4.621832,-0.0003437602,99.28181
drone001Lidar,00:00:12,-7.375942E-05,0.04375552,4.751511,-0.001637932,99.19749
