PlayerName,CurrentTime,Latitude,Longitude,Altitude,Azimuth,BatteryLevel,CurrentState,MissionId,MissionStatus,arrivalDateTime,action,priority,packageWeight
DRO001A,11:36:45,112.2,240.09,59.6,0,100,StandBy,NaN,NaN,NaN,NaN,0,0
DRO002B,11:36:45,257.22,485.31,43.9,310,80,StandBy,NaN,NaN,NaN,NaN,0,0
DRO001A,11:36:51,112.2,240.09,59.62,0.0008587249,100,StandBy,NaN,NaN,NaN,NaN,0,0
DRO002B,11:36:51,257.22,485.31,43.92,310.0005,80,StandBy,NaN,NaN,NaN,NaN,0,0
DRO001A,11:36:56,112.2,240.09,59.62,0.0005076549,100,StandBy,NaN,NaN,NaN,NaN,0,0
DRO002B,11:36:56,257.22,485.31,43.92,310.0011,80,StandBy,NaN,NaN,NaN,NaN,0,0
DRO001A,11:36:58,112.2,240.09,59.62,0.0008850721,100,StandBy,NaN,NaN,NaN,NaN,0,0
DRO002B,11:36:58,257.22,485.31,43.92,310.0013,80,StandBy,NaN,NaN,NaN,NaN,0,0
DRO001A,11:37:03,112.2,240.09,76.99,94.34,99.42,TakeOff,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:03,257.22,485.31,61.26,271.02,79.42,TakeOff,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:08,112.18,240.29,99.81,94.99,98.96,MoveToCheckPoint,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:08,257.22,485.31,99.03,270.71,78.93,TakeOff,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:13,110.73,256.86,99.81,94.99,98.41,MoveToCheckPoint,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:13,257.33,476.88,99.79,270.71,78.41,MoveToCheckPoint,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:18,107.06,298.67,99.81,94.99,97.87,MoveToCheckPoint,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:18,257.74,443.25,99.79,270.71,77.87,MoveToCheckPoint,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:23,101.46,363.18,99.81,94.99,97.31,MoveToPickupPackage,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:23,258.47,384.54,99.79,270.71,77.32,MoveToCheckPoint,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:28,100.32,376.08,99.06,132.3,96.77,Land,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:28,259.52,300.97,99.79,270.71,76.77,MoveToCheckPoint,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:33,100.33,376,67.82,179.8,96.29,Land,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:33,260.7,204.74,99.79,270.71,76.23,MoveToPickupPackage,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:38,100.33,376,34.05,180,95.72,Land,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:38,261.88,109.11,99.79,270.71,75.68,MoveToPickupPackage,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:43,100.33,376,12.88,180,95.14,Land,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:43,262.51,57.7,99.79,270.71,75.11,MoveToPickupPackage,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:48,100.33,376,4.31,180,94.57,Land,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:48,262.51,58.47,90.66,313.65,74.63,Land,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:53,100.33,376,3.32,180,94.14,PickUpPackage,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:53,262.51,58.46,52.04,314.99,74.09,Land,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:37:58,100.33,376,4.07,199.03,94,TakeOff,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:37:58,262.51,58.46,23.89,315,73.51,Land,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
DRO001A,11:38:03,100.33,376,31.79,355.55,93.24,TakeOff,7b24705c-38e2-4ef3-906e-a3af89a0d4ec,InProgress,2025-03-26_11-36-46,PickAndDelivery,1,2.73
DRO002B,11:38:03,262.51,58.46,8.34,315,72.94,Land,b0564277-045f-4e28-8d15-223b7978c669,InProgress,2025-03-26_11-36-46,PickAndDelivery,2,1.36
